Servide Code,Service Name en,Service Name ar,Net Price,start date for Net Price
2100,CT POST NASAL SPACE WITH CONTRAST,أشعة مقطعية على الجيوب الأنفية الخلفية بالصبغة,1872.75,4/17/24
2101,CT SHOULDERS (BOTH SIDES),أشعة مقطعية على الكتف (جانبين),2414.5,4/17/24
2102,CT TRIPHASIC ABDOMEN&PELVIS,أشعة مقطعية على البطن والحوض (الفحص الثلاثي),2541,4/17/24
2103,CT WRIST WITH CONTRAST (BOTH SIDES),أشعة مقطعية على الرسغ بالصبغة للجانبين بالصبغة,1641.75,4/17/24
2104,CT WRIST WITH CONTRAST (ONE SIDE),أشعة مقطعية على الرسغ بالصبغة (جانب واحد) بالصبغة,1490.5,4/17/24
2105,CT virtual Bronchoscopy with contrast,أشعة مقطعية على الرسغ بالصبغة على القصبة الهوائية,2904,4/17/24
2106,CT TEMPORAL BONE WITHOUT CONTRAST,اشعة مقطعية لعظام الصدغ بدون صبغة,2010.25,4/17/24
2107,CT ABDOMEN & PELVIS W. CONTRAST AND WITHOUT IV CONTRAST,اشعه مقطعية للبطن و الحوض بالصبغة,2213.75,4/17/24
2108,C.T ANGIOGRAPHY UPPER LIMB BOTH SIDES,اشعة مقطعية للاويعة الدموية العلوية جانبين,3627.25,4/17/24
2109,C.T SCAN SCOUT & PRINT (ONE FILM),أشعة مقطعية استكشاف للفقرات مع طباعة فيلم,750.75,4/17/24
2110,CT ABDOMEN & PELVIS W. CONTRAST AND WITHOUT IV CONTRAST,اشعه مقطعية للبطن و الحوض بالصبغة,2213.75,4/17/24
2111,CT OVER WEIGHT,اتعاب خاصة للاوزان الزائدة,429,4/17/24
2112,ANESTHESIA  FOR C.T EXAM,تخدير للاشعة المقطعية,539,4/17/24
2113,DOPPLER FOR ARTERIO VENOUS SHUNT,أشعة دوبلر على الوصلة الوريدية لمرضي الغسيل الكلوي,836,4/17/24
2114,DOPPLER RENAL ARTERIES (BOTH SIDES),دوبلر على شرايين الكلى (جانبين),1086.25,4/17/24
2115,DOPPLER UPPER LIMB FOR AV SHUNT ASSESSMENT,دوبلر على الوصله الوعائيه لمرضى الغسيل الكلوي ,585.75,4/17/24
2116,contrast medium(gadolinum),صبغه رنين مغناطيسي  ,731.5,4/17/24
2117,foot scan , أشعة مسح على القدم ,481.25,4/17/24
2118,KNEE JOINT STRESS FILM ,أشعة علي الركبة متحركة تحت ضغط,335.5,4/17/24
2119,PRINTING ADDITIONAL FILM,طباعة فيلم إضافي,209,4/17/24
2120,PTC (PERCUTANEOUS TRANSHEPATIC CHOLANGIOGRAPGY),تصوير القنوات المرارية,932.25,4/17/24
2121,U/S ASPIRATION OF PLEURAL TAPPING,بذل من الغشاء البللوري بالموجات الفوق الصوتية,2065.25,4/17/24
2122,U/S JOINT BOTH SIDES,موجات فوق صوتية على مفصلين,1375,4/17/24
2123,ULTRASOUND OF ABDOMEN (PORTABLE),موجات فوق صوتية على البطن (محمولة),610.5,4/17/24
2124,ULTRASOUND OF PELVIS (PORTABLE),موجات فوق صوتية على الحوض (محمولة),720.5,4/17/24
2125,U/S GUIDED ASPIRATION OF ABDOMEN FLUID,سحب سوائل من تجويف البطن بالموجات الصوتيه ,4009.5,4/17/24
2126,DIAGNOSTIC CHEST ULTRASOUND ,اشعة مقطعية على الصدر تشخيصية,764.5,4/17/24
2127,X - RAY ABDOMEN AP (PORTABLE) ,أشعة على البطن (أمامي خلفي) محمولة,610.5,4/17/24
2128,X - RAY ANKLE JOINT BOTH SIDES (PORTABLE),أشعة على عظام الكاحل جانبين (محمولة),720.5,4/17/24
2129,X - RAY ANKLE JOINT ONE SIDE (PORTABLE),أشعة على عظام الكاحل جانب واحد (محمولة),572,4/17/24
2130,X - RAY ARM ONE SIDE (AP&LAT) PORTABLE,أشعة على عظام الذراعين جانب واحد (أمامي خلفي و جانبي) محمولة,624.25,4/17/24
2131,X - RAY ARMS BOTH SIDES (PORTABLE),أشعة على عظام الذراعين جانبين (محمولة),797.5,4/17/24
2132,X - RAY CHEST (PORTABLE) ,أشعة على الصدر (محمولة),610.5,4/17/24
2133,X - RAY CHEST WITH CONTRAST FOR HIATAL HERNIA,أشعة على الصدر بالصبغة للفتق الحجابي,775.5,4/17/24
2134,X - RAY DORSAL SPINES (AP&LAT),أشعة على الفقرات الظهرية (أمامي - خلفي - جانبي),558.25,4/17/24
2135,X - RAY ELBOW ONE SIDE (PORTABLE),أشعة على مفصل الكوع جانب واحد (محمولة),572,4/17/24
2136,X - RAY FEMORA BOTH SIDES (PORTABLE),أشعة على الفخذين جانبين (محمولة),918.5,4/17/24
2137,X - RAY FEMUR ONE SIDE (PORTABLE),أشعة على الفخذ جانب واحد (محمولة),720.5,4/17/24
2138,X - RAY FOOT (PORTABLE),أشعة على القدم (محمولة),610.5,4/17/24
2139,X - RAY FOREARM ONE SIDE (PORTABLE),أشعة على عظام الساعد جانب واحد (محمولة),610.5,4/17/24
2140,X - RAY FOREARMS BOTH SIDES (PORTABLE),أشعة على عظام الساعد جانبين (محمولة),720.5,4/17/24
2141,X - RAY HEEL BOTH SIDES (LAT&AXIAL) ,أشعة على عظام الكعب جانبين (جانبي-محوري),558.25,4/17/24
2142,X - RAY HEEL BOTH SIDES (LATERAL VIEW),أشعة على عظام الكعب جانبين (جانبي),429,4/17/24
2143,X - RAY HEEL ONE SIDE (LAT&AXIAL),أشعة على عظام الكعب (جانبي-محوري) جانب واحد,489.5,4/17/24
2144,X - RAY HIP ONE SIDE (PORTABLE) ,أشعة على مفصل الفخذ (محمولة),610.5,4/17/24
2145,X - RAY KNEE JOINT (PORTABLE),أشعة على الركبة جانب واحد (محمولة),610.5,4/17/24
2146,X - RAY LEG ONE SIDE (AP&LAT) PORTABLE,أشعة على عظام الساق (أمامي - خلفي - جانبي) محمولة,720.5,4/17/24
2147,X - RAY LEGS BOTH SIDES (PORTABLE),أشعة على عظام الساقين (أمامي - خلفي - جانبي) محمولة,918.5,4/17/24
2148,X - RAY PELVIS (PORTABLE) ,أشعة على عظام الحوض (محمولة),654.5,4/17/24
2149,X - RAY SHOULDER JOINT (AP&CAUDAL),أشعة على الكتف (أمامي - خلفي - سفلي),558.25,4/17/24
2150,X - RAY SHOULDER JOINT (PORTABLE),أشعة على الكتف (محمولة),610.5,4/17/24
2151,X - RAY SHOULDER JOINT (PORTABLE) ONE FILM ,أشعة على الكتف (محمولة) فيلم واحد,610.5,4/17/24
2152,X - RAY STERNOCLAVICULAR JOINT (AP),أشعة على المفصل القصي الترقوي (أمامي خلفي),335.5,4/17/24
2153,X - RAY TEMPEROMANDILUAR JOINT ONE SIDE,أشعة على الفك الصدغي جانب واحد,385,4/17/24
